City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
384,khandyga,55,RU,1577297109,92,62.65,135.58,-47.54,1.25
385,havoysund,58,NO,1577296837,68,71.0,24.66,30.2,23.04
386,kulhudhuffushi,100,MV,1577297110,78,6.62,73.07,83.44,17.98
387,talnakh,40,RU,1577296849,75,69.49,88.39,-13.0,7.25
388,san cristobal,41,HN,1577297110,51,14.68,-86.92,79.56,3.13
389,saint-joseph,0,FR,1577296840,93,43.56,6.97,57.2,3.36
390,varhaug,75,NO,1577297110,93,58.61,5.65,39.2,2.24
391,maniitsoq,0,GL,1577297110,47,65.42,-52.9,18.1,3.51
392,grand gaube,75,MU,1577296840,83,-20.01,57.66,80.6,17.22
393,ales,0,FR,1577296624,57,44.13,4.08,52.0,5.82
394,shrirangapattana,16,IN,1577297111,89,12.41,76.7,67.66,5.68
395,rapid valley,90,US,1577297111,92,44.06,-103.15,42.8,5.82
396,kakching,1,IN,1577297111,70,24.5,93.98,44.15,0.96
397,mungaa,100,TZ,1577297111,92,-4.97,34.86,65.97,4.16
398,mchinji,100,MW,1577297111,88,-13.8,32.89,71.13,3.53
399,vila franca do campo,40,PT,1577296857,67,37.72,-25.43,60.8,14.99
400,broken hill,0,AU,1577296829,26,-31.97,141.45,80.6,11.41
401,pangody,95,RU,1577296826,98,65.85,74.49,-9.71,8.68
402,tianpeng,100,CN,1577297111,78,28.88,112.34,47.05,18.77
403,constitucion,5,MX,1577296807,36,23.99,-104.67,63.0,10.29
404,yatou,40,CM,1577296825,79,3.63,9.81,86.0,2.24
405,beringovskiy,59,RU,1577297112,97,63.05,179.32,-11.18,13.62
406,lodhran,0,PK,1577297112,26,29.54,71.63,57.85,1.86
407,ostrovnoy,100,RU,1577296835,94,68.05,39.51,10.15,2.75
408,kwinana,87,AU,1577297112,94,-32.25,115.77,72.0,5.82
409,babugarh,0,IN,1577297112,49,28.72,77.85,51.26,5.64
410,kruisfontein,98,ZA,1577296789,84,-34.0,24.73,61.11,8.99
411,borogontsy,73,RU,1577297112,96,62.67,131.17,-43.37,2.51
412,sturgeon falls,90,CA,1577297112,73,46.36,-79.93,28.0,10.29
413,vestmanna,0,FO,1577297113,93,62.16,-7.17,35.6,1.12
414,bayan,14,CN,1577297113,69,36.1,102.26,6.76,2.66
415,clifton,1,US,1577296896,45,40.86,-74.16,46.99,3.18
416,samarai,33,PG,1577297113,91,-10.62,150.67,74.57,2.42
417,guna,25,IN,1577297113,62,24.65,77.32,55.47,7.61
418,kimbe,48,PG,1577297113,93,-5.56,150.15,75.2,1.07
419,la ronge,90,CA,1577296784,92,55.1,-105.3,19.4,3.36
420,alice springs,1,AU,1577296842,19,-23.7,133.88,87.8,4.7
421,topeka,1,US,1577296819,42,39.05,-95.68,64.0,18.34
422,warrnambool,0,AU,1577296855,86,-38.38,142.48,57.99,10.49
423,iwata,75,JP,1577297114,61,34.71,137.85,50.0,5.82
424,aklavik,90,CA,1577296812,68,68.22,-135.01,-18.4,9.17
425,zhangzhou,90,CN,1577297114,88,24.51,117.65,64.4,2.24
426,haaksbergen,90,NL,1577297104,100,52.16,6.73,46.0,3.36
427,shrewsbury,90,US,1577297114,48,39.77,-76.68,48.0,4.7
428,san juan,5,AR,1577297114,24,-31.54,-68.53,79.0,16.02
429,alugan,100,PH,1577297115,86,12.22,125.48,81.28,9.08
430,karaidel,71,RU,1577297115,74,55.83,56.91,11.82,2.33
431,qaqortoq,96,GL,1577296817,29,60.72,-46.03,35.6,28.86
432,huron,90,US,1577297115,92,44.36,-98.21,28.4,10.29
433,mandera,0,ET,1577297115,11,3.94,41.86,75.0,7.99
434,szczecinek,100,PL,1577297115,96,53.71,16.69,39.0,4.76
435,wufeng,100,CN,1577297115,95,27.44,104.87,36.43,5.44
436,nsanje,100,MZ,1577297115,65,-16.92,35.26,82.27,3.74
437,puteyets,85,RU,1577297116,94,65.17,57.09,-9.2,2.8
438,jardim,10,BR,1577297116,42,-21.48,-56.15,95.4,5.59
439,zyryanka,100,RU,1577297116,97,65.73,150.89,-21.48,9.69
440,lakes entrance,0,AU,1577297116,95,-37.88,147.99,55.99,4.47
441,bulungu,97,CD,1577297116,87,-4.54,18.6,75.11,1.01
442,havre-saint-pierre,1,CA,1577297116,52,50.23,-63.6,15.8,6.93
443,carutapera,68,BR,1577296845,79,-1.2,-46.02,83.26,21.0
444,sfantu gheorghe,100,RO,1577297117,93,44.65,26.83,46.0,3.36
445,rotifunk,0,SL,1577297117,64,8.23,-12.68,83.34,8.19
446,hailun,87,CN,1577297117,88,47.46,126.97,-6.11,3.22
447,kozhevnikovo,72,RU,1577297117,84,56.26,83.98,6.01,5.53
448,dzaoudzi,99,YT,1577297094,94,-12.79,45.27,78.8,18.14
449,villa guerrero,100,MX,1577297117,44,21.98,-103.59,68.14,3.91
450,bud,98,NO,1577296829,100,62.91,6.91,39.2,5.82
451,karratha,28,AU,1577297117,72,-20.74,116.85,86.76,17.56
452,aliwal north,83,ZA,1577297117,36,-30.69,26.71,75.87,8.66
453,fiche,3,ET,1577297118,43,9.77,38.74,66.9,6.91
454,monywa,7,MM,1577297118,70,22.12,95.13,65.08,3.2
455,tezu,61,IN,1577297118,58,27.93,96.16,54.43,2.8
456,natal,40,BR,1577296841,55,-5.81,-35.21,87.8,24.16
457,palembang,100,ID,1577297118,96,-2.99,104.76,74.59,3.06
458,waipawa,99,NZ,1577296791,92,-39.94,176.59,53.01,1.36
459,venice,90,US,1577297118,78,27.1,-82.45,81.0,6.93
460,sangar,8,RU,1577296791,96,63.92,127.47,-44.57,1.86
461,camocim,57,BR,1577297118,49,-2.9,-40.84,91.02,12.82
462,inirida,84,CO,1577296822,55,3.87,-67.92,90.91,1.28
463,nianzishan,0,CN,1577297119,75,47.51,122.88,-7.06,4.21
464,hokitika,0,NZ,1577297119,81,-42.72,170.96,55.44,6.96
465,comodoro rivadavia,75,AR,1577297119,25,-45.87,-67.48,73.4,31.09
466,athabasca,33,CA,1577297119,85,54.72,-113.29,10.71,5.32
467,saint george,40,GR,1577296787,61,39.45,22.34,46.4,5.82
468,laborie,0,FR,1577297119,75,44.77,2.02,43.0,2.24
469,enumclaw,75,US,1577297120,86,47.2,-121.99,41.0,1.14
470,puerto leguizamo,67,CO,1577297120,54,-0.19,-74.78,90.19,1.32
471,paamiut,12,GL,1577296780,45,61.99,-49.67,27.28,9.55
472,taman,20,RU,1577297120,87,45.22,36.72,50.0,6.71
473,erenhot,96,CN,1577297120,95,43.65,111.97,12.51,5.75
474,kribi,1,CM,1577297120,80,2.94,9.91,80.42,7.74
475,oksfjord,62,NO,1577297048,68,70.24,22.35,33.8,23.04
476,calbuco,75,CL,1577297120,51,-41.77,-73.13,62.6,6.93
477,mangan,69,IN,1577297121,67,27.5,88.54,35.62,2.57
478,puerto colombia,40,CO,1577296676,66,10.99,-74.96,87.8,9.17
479,komsomolskiy,48,RU,1577296819,98,67.55,63.78,-22.29,3.31
480,sitka,69,US,1577297121,51,37.17,-99.65,55.0,15.01
481,stockholm,90,SE,1577297042,100,59.33,18.07,39.0,4.7
482,cervo,20,BR,1577297121,51,-22.19,-46.24,84.2,2.04
483,cherkasskoye,89,RU,1577297121,96,52.43,47.21,15.8,5.73
484,gushikawa,20,JP,1577297121,88,26.35,127.87,71.6,4.7
485,oktyabrskoye,40,RU,1577296785,77,56.73,85.44,6.01,8.95
486,tilichiki,100,RU,1577297122,98,60.47,166.1,-3.15,8.05
487,barentu,0,ER,1577297122,29,15.11,37.59,71.73,8.63
488,bermeo,40,ES,1577297122,66,43.42,-2.72,63.0,2.24
489,wairoa,100,NZ,1577297122,99,-39.04,177.43,57.0,1.01
490,los llanos de aridane,100,ES,1577296657,77,28.66,-17.92,69.8,9.17
491,shimanovsk,27,RU,1577297122,97,52.0,127.67,-28.01,3.33
492,xichang,37,CN,1577297122,90,27.88,102.25,27.39,7.09
493,banjarmasin,84,ID,1577297122,81,-3.32,114.59,81.12,6.13
494,omsukchan,100,RU,1577297122,98,62.53,155.8,-30.24,4.76
495,taitung,42,TW,1577296909,70,22.76,121.15,52.14,3.83
496,tabou,0,CI,1577297123,74,4.42,-7.36,81.64,4.74
497,buin,25,CL,1577297123,34,-33.73,-70.74,82.0,4.7
498,saint-ambroise,20,CA,1577297123,72,48.56,-71.32,17.01,8.05
499,kargil,0,PK,1577297123,72,34.56,76.13,-18.81,3.47
500,mitikas,20,GR,1577297123,57,38.67,20.95,51.8,4.7
501,margate,90,AU,1577297123,93,-43.03,147.26,57.0,1.12
502,lakatoro,91,VU,1577297123,79,-16.11,167.42,78.44,14.07
503,ibra,0,OM,1577296828,41,22.69,58.55,65.48,9.86
504,ponta delgada,40,PT,1577296862,67,37.73,-25.67,60.8,14.99
505,batagay-alyta,72,RU,1577296832,54,67.8,130.41,-26.43,0.74
506,misratah,0,LY,1577297124,69,32.38,15.09,64.65,24.76
507,mayo,90,CA,1577297124,84,63.59,-135.9,-2.2,3.51
508,promyshlennyy,48,RU,1577297124,98,67.58,63.92,-22.29,3.31
509,sechura,26,PE,1577296834,93,-5.56,-80.82,68.4,14.45
510,mbandaka,97,CD,1577297124,67,0.05,18.26,79.65,2.19
511,mata,100,PT,1577297124,71,40.68,-7.46,57.99,1.01
512,sambava,100,MG,1577297124,99,-14.27,50.17,73.98,1.79
513,itoman,20,JP,1577296868,88,26.12,127.67,71.6,4.7
514,freeport,20,BS,1577297124,88,26.54,-78.7,73.4,12.75
515,milton,0,AU,1577296996,100,-35.32,150.44,61.0,8.32
516,imbituba,40,BR,1577297125,70,-28.24,-48.67,86.0,17.22
517,at-bashi,0,KG,1577297125,40,41.17,75.81,-0.71,2.66
518,itarema,30,BR,1577297125,50,-2.92,-39.92,90.21,18.07
519,imperia,75,IT,1577297125,81,43.88,8.02,53.6,6.93
520,nouadhibou,0,MR,1577297125,7,20.93,-17.03,86.0,4.7
521,stepnogorsk,72,KZ,1577297125,75,52.35,71.88,10.06,17.22
522,ouadda,0,CF,1577296823,24,8.07,22.4,78.26,7.67
523,quiruvilca,40,PE,1577297126,53,-7.37,-78.8,71.6,8.05
524,farmington,40,US,1577297073,86,36.73,-108.21,37.99,3.36
525,krasnogorskiy,100,RU,1577297126,96,55.39,83.61,5.32,5.68
526,ekuvukeni,42,ZA,1577297126,41,-28.47,30.16,81.7,9.42
527,bijie,100,CN,1577297126,93,27.3,105.3,39.34,7.18
528,ploemeur,90,FR,1577297126,87,47.73,-3.43,48.99,11.41
529,kununurra,22,AU,1577297126,74,-15.77,128.74,84.2,5.82
530,ajdabiya,88,LY,1577297126,70,30.75,20.22,64.15,19.8
531,springfield,1,US,1577297053,51,42.1,-72.59,42.01,5.39
532,lagoa,100,PT,1577296833,82,37.14,-8.45,63.0,5.21
533,ormara,0,PK,1577296854,42,25.21,64.64,72.7,5.35
